time,open,high,low,close
2026-05-28 18:45:00+00:00,2023.8,2025.93,2023.25,2024.92
2026-05-28 18:50:00+00:00,2024.91,2027.0,2024.91,2026.96
2026-05-28 18:55:00+00:00,2026.95,2030.0,2024.5,2025.0
2026-05-28 19:00:00+00:00,2025.0,2025.01,2021.35,2022.0
2026-05-28 19:05:00+00:00,2022.0,2023.2,2019.31,2019.31
2026-05-28 19:10:00+00:00,2019.31,2020.15,2018.11,2020.13
2026-05-28 19:15:00+00:00,2020.13,2020.23,2018.32,2020.23
2026-05-28 19:20:00+00:00,2020.22,2022.46,2020.13,2022.28
2026-05-28 19:25:00+00:00,2022.28,2023.44,2022.0,2023.32
2026-05-28 19:30:00+00:00,2023.32,2024.35,2020.48,2020.49
2026-05-28 19:35:00+00:00,2020.48,2020.49,2018.7,2018.7
2026-05-28 19:40:00+00:00,2018.71,2019.38,2018.44,2018.6
2026-05-28 19:45:00+00:00,2018.59,2020.45,2018.59,2020.23
2026-05-28 19:50:00+00:00,2020.22,2020.6,2016.1,2017.34
2026-05-28 19:55:00+00:00,2017.34,2017.46,2014.04,2014.55
2026-05-28 20:00:00+00:00,2014.54,2015.66,2009.5,2010.8
2026-05-28 20:05:00+00:00,2010.79,2013.06,2006.44,2012.03
2026-05-28 20:10:00+00:00,2012.03,2016.5,2011.12,2013.29
2026-05-28 20:15:00+00:00,2013.28,2018.08,2012.68,2017.64
2026-05-28 20:20:00+00:00,2017.63,2019.35,2017.44,2018.28
2026-05-28 20:25:00+00:00,2018.28,2020.03,2018.07,2019.74
2026-05-28 20:30:00+00:00,2019.74,2020.03,2016.67,2016.76
2026-05-28 20:35:00+00:00,2016.76,2018.31,2016.04,2016.96
2026-05-28 20:40:00+00:00,2016.96,2019.45,2016.95,2019.26
2026-05-28 20:45:00+00:00,2019.26,2019.26,2016.98,2017.93
2026-05-28 20:50:00+00:00,2017.92,2018.04,2016.35,2017.39
